Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Customer State,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
21703,8/17/07,Not Specified,3,12.01,0,Regular Air,-1.08,3.69,0.5,Alan Hwang,Virginia,20101,South,Small Business,Office Supplies,Labels,Avery 501,Small Box,0.38,8/19/07
21703,8/17/07,Not Specified,20,1846.76,0.03,Regular Air,3.14000000000004,92.23,39.61,Alan Hwang,Virginia,20101,South,Small Business,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,8/19/07
21729,5/23/11,Low,28,120.98,0,Regular Air,-92.851,4.13,5.34,Xylona Price,New Mexico,88439,West,Corporate,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box,0.38,5/27/11
21729,5/23/11,Low,14,1082.66,0.08,Regular Air,-256.93,79.52,48.2,Xylona Price,New Mexico,88439,West,Corporate,Furniture,Office Furnishings,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,Medium Box,0.74,5/30/11
21731,5/12/10,Low,26,1580.57,0.08,Regular Air,-750.82,60.98,49,Liz MacKendrick,Idaho,83552,West,Corporate,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,5/12/10
21735,8/23/08,Not Specified,23,239.49,0.04,Regular Air,-159.35,9.98,12.52,Liz Pelletier,Ohio,44197,Central,Corporate,Furniture,Office Furnishings,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",Small Box,0.57,8/25/08
21735,8/23/08,Not Specified,14,1819.153,0.02,Regular Air,-35.497,155.99,8.99,Liz Pelletier,Ohio,44197,Central,Corporate,Technology,Telephones and Communication,LX 788,Small Box,0.58,8/26/08
21760,7/16/09,Not Specified,9,71.2,0.08,Regular Air,1.87,7.38,5.21,Nicole Brennan,California,95503,West,Home Office,Furniture,Office Furnishings,"Eldon® Expressions™ Wood Desk Accessories, Oak",Small Box,0.56,7/17/09
21763,11/12/10,Low,22,1239.4445,0.07,Regular Air,165.501,65.99,3.99,Adrian Barton,South Carolina,29945,South,Small Business,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,11/17/10
21766,11/16/07,High,41,5178.17,0.03,Delivery Truck,531.69,120.98,30,Steve Carroll,Mass,1001,East,Consumer,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,0.64,11/18/07
21766,11/16/07,High,32,535.24,0.01,Regular Air,216.43,15.68,3.73,Steve Carroll,Mass,1001,East,Consumer,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,11/18/07
21792,3/12/11,Not Specified,26,362.76,0.09,Regular Air,19.363,14.48,6.46,Pauline Webber,South Carolina,29001,South,Consumer,Office Supplies,Binders and Binder Accessories,"GBC White Gloss Covers, Plain Front",Small Box,0.38,3/14/11
21795,11/27/08,Not Specified,10,278.66,0.05,Express Air,-77.36,27.48,4,Jessica Myrick,Wisconsin,53081,Central,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,11/28/08
21795,11/27/08,Not Specified,28,491.85,0.1,Regular Air,4.54,18.97,9.03,Jessica Myrick,Wisconsin,53081,Central,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,11/29/08
21796,10/21/10,Low,2,40.8255,0.01,Regular Air,-99.979,20.99,4.81,Vivek Grady,Utah,84791,West,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,10/21/10
21796,10/21/10,Low,46,4744.64,0.04,Regular Air,1033.38,99.99,19.99,Vivek Grady,Utah,84791,West,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,10/25/10
21796,10/21/10,Low,31,34.22,0.07,Regular Air,-3.19,1.14,0.7,Vivek Grady,Utah,84791,West,Home Office,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,10/26/10
21796,10/21/10,Low,41,607.13,0.1,Regular Air,274.66,15.67,1.39,Vivek Grady,Utah,84791,West,Home Office,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,10/28/10
21799,10/3/09,Not Specified,42,115.99,0.05,Express Air,-53.35,2.6,2.4,Lynn Smith,Idaho,83465,West,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,10/4/09
21824,7/24/09,Low,37,3351.55,0.04,Express Air,-1036.92,90.98,56.2,Dave Hallsten,Texas,78702,Central,Home Office,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.74,7/31/09
21827,4/26/11,Not Specified,21,1560.96,0.07,Express Air,-120.27,73.98,4,Deanra Eno,Florida,32003,South,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,4/27/11
21827,4/26/11,Not Specified,25,1351.78,0.06,Regular Air,109.92,56.96,13.22,Deanra Eno,Florida,32003,South,Corporate,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,4/28/11
21830,6/28/07,Low,19,6991.65,0.08,Delivery Truck,906.8,399.98,12.06,Andy Gerbode,Texas,88595,Central,Consumer,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56,7/5/07
21831,3/5/08,Not Specified,6,28.39,0.05,Regular Air,3.84,4.98,0.49,Pauline Webber,South Carolina,29001,South,Consumer,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,3/5/08
21856,9/20/10,Not Specified,26,77.03,0.08,Regular Air,-47.75,3.14,1.92,Sonia Sunley,Michigan,49971,Central,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,9/20/10
21856,9/20/10,Not Specified,47,168.55,0.05,Regular Air,71.77,3.69,0.5,Sonia Sunley,Michigan,49971,Central,Corporate,Office Supplies,Labels,Avery 487,Small Box,0.38,9/22/10
21859,5/4/10,High,42,401.37,0.07,Regular Air,13.31,9.74,5.71,Kalyca Meade,Washington,98310,West,Corporate,Furniture,Office Furnishings,"Staples 10"" Round Wall Clock",Small Box,0.41,5/5/10
21860,10/13/10,Critical,9,73.7,0.06,Express Air,1.42,7.59,4,Larry Blacks,Florida,32119,South,Consumer,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,10/14/10
21861,2/2/08,Critical,5,244.9,0.06,Regular Air,-135.4,47.98,3.61,Tom Zandusky,Utah,84721,West,Home Office,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Small Pack,0.71,2/4/08
21862,2/26/09,Not Specified,1,28.75,0.09,Express Air,-14.352,14.27,7.27,Roger Demir,Idaho,83643,West,Consumer,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.38,2/26/09
21862,2/26/09,Not Specified,46,385.05,0,Regular Air,56.75,8.14,3.12,Roger Demir,Idaho,83643,West,Consumer,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",Wrap Bag,0.45,2/27/09
21862,2/26/09,Not Specified,4,19014.24,0.06,Regular Air,-11797.31,6783.02,24.49,Roger Demir,Idaho,83643,West,Consumer,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,Large Box,0.39,2/28/09
21863,5/7/09,Not Specified,13,149.31,0,Regular Air,7.769,10.98,5.14,Christine Sundaresam,New Mexico,88134,West,Small Business,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box,0.36,5/8/09
21863,5/7/09,Not Specified,27,85.77,0.03,Regular Air,-102.0165,2.84,5.44,Christine Sundaresam,New Mexico,88134,West,Small Business,Office Supplies,Binders and Binder Accessories,Avery Round Ring Poly Binders,Small Box,0.36,5/8/09
21889,9/15/08,Low,16,817.18,0.1,Regular Air,103.38,55.29,5.08,Becky Castell,Mass,1001,East,Consumer,Office Supplies,Storage & Organization,Recycled Steel Personal File for Standard File Folders,Small Box,0.59,9/17/08
21889,9/15/08,Low,21,1049.79,0.08,Regular Air,135.79,51.75,19.99,Becky Castell,Mass,1001,East,Consumer,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box,0.55,9/22/08
21890,7/10/09,Not Specified,44,495.5,0.06,Regular Air,-12.67,11.58,6.97,Amy Cox,Washington,98625,West,Small Business,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,7/12/09
21890,7/10/09,Not Specified,27,81.9,0.01,Regular Air,4.06,2.94,0.96,Amy Cox,Washington,98625,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,7/12/09
21892,12/18/08,High,6,34.88,0.06,Regular Air,-18.3425,4.91,4.97,Justin Knight,Michigan,49971,Central,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,12/20/08
21893,4/9/10,Critical,30,532.11,0.01,Express Air,59.47,17.07,8.13,Gary Zandusky,Virginia,24157,South,Home Office,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Small Box,0.38,4/10/10
21894,6/3/10,Critical,6,54.3,0.1,Regular Air,1.27,9.68,2.03,Katrina Bavinger,Wisconsin,53235,Central,Consumer,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",Wrap Bag,0.37,6/5/10
21922,4/27/08,High,17,8937.38,0.01,Delivery Truck,2383.42,500.98,26,Jason Fortune,Wisconsin,53235,Central,Corporate,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,4/28/08
21922,4/27/08,High,11,108.85,0.08,Regular Air,10.58,9.77,6.02,Jason Fortune,Wisconsin,53235,Central,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,4/28/08
21922,4/27/08,High,49,157.47,0.09,Regular Air,8.07,3.28,0.98,Jason Fortune,Wisconsin,53235,Central,Corporate,Office Supplies,Pens & Art Supplies,Newell 329,Wrap Bag,0.59,4/29/08
21925,12/27/10,Not Specified,3,236.32,0.03,Regular Air,-339.95,77.51,4,Patrick Jones,Alabama,36344,South,Home Office,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,Small Box,0.76,12/29/10
21927,5/26/10,High,23,8225.24,0.06,Delivery Truck,1909.03,350.98,30,Karen Carlisle,Florida,34997,South,Home Office,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum,0.61,5/27/10
21956,7/18/09,High,2,125.273,0.02,Regular Air,-301.906,65.99,8.99,Natalie Webber,Ohio,43002,Central,Consumer,Technology,Telephones and Communication,5180,Small Box,0.56,7/20/09
21958,11/20/07,High,14,4998.03,0.09,Regular Air,1092.94,363.25,19.99,Sally Hughsby,Maryland,21230,South,Consumer,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Small Box,0.57,11/21/07
21985,2/10/08,Critical,1,255.83,0.07,Delivery Truck,-132.74,226.67,28.16,Lynn Smith,Idaho,83465,West,Corporate,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Jumbo Drum,0.59,2/11/08
21985,2/10/08,Critical,45,947.66,0.08,Delivery Truck,-2175.09,20.98,53.03,Lynn Smith,Idaho,83465,West,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2/12/08
21988,9/11/08,Medium,4,1337.19,0.06,Delivery Truck,-431.45,328.14,91.05,Jeremy Pistek,Georgia,30002,South,Corporate,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,9/13/08
21989,7/27/09,Low,35,3814.171,0.04,Regular Air,1077.129,125.99,4.2,Lena Creighton,Washington,99403,West,Home Office,Technology,Telephones and Communication,i1000plus,Small Box,0.57,7/27/09
21989,7/27/09,Low,9,118.95,0.03,Regular Air,30.8,12.07,6.2,Lena Creighton,Washington,99403,West,Home Office,Furniture,Office Furnishings,Eldon® 500 Class™ Desk Accessories,Wrap Bag,0.52,7/27/09
22020,10/31/08,Critical,37,498.28,0.01,Regular Air,10.18,13.48,4.51,Harold Dahlen,Nebraska,68717,Central,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,11/1/08
22022,9/17/08,Critical,1,1409.86,0.07,Delivery Truck,-3978.3,1500.97,29.7,Hallie Redmond,South Carolina,29907,South,Small Business,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,0.57,9/18/08
22051,6/15/10,Not Specified,39,209.33,0.01,Regular Air,-160.71,4.98,7.44,Michael Moore,Wisconsin,53201,Central,Corporate,Office Supplies,Paper,Xerox 1922,Small Box,0.36,6/17/10
22053,2/4/09,Critical,32,563.08,0.1,Regular Air,112.965,18.99,5.23,Sean Wendt,Mass,1059,East,Corporate,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.37,2/6/09
22054,1/12/09,Medium,32,216.79,0.07,Regular Air,57.55,6.98,2.83,Candace McMahon,Virginia,24658,South,Corporate,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs,Small Pack,0.37,1/14/09
22055,3/10/11,Medium,40,6147.24,0.05,Delivery Truck,632.98,160.98,30,Stewart Visinsky,Nebraska,68016,Central,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,3/12/11
22083,8/4/07,Critical,2,16.81,0.05,Express Air,-4.14,6.04,2.14,David Bremer,Florida,32099,South,Corporate,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",Wrap Bag,0.38,8/6/07
22085,8/24/10,Low,27,485.03,0.07,Regular Air,-88.02,17.7,9.47,Gary Hwang,Illinois,62444,Central,Home Office,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,8/24/10
22085,8/24/10,Low,41,265.61,0.1,Regular Air,-147.82,6.48,7.37,Gary Hwang,Illinois,62444,Central,Home Office,Office Supplies,Paper,Xerox 210,Small Box,0.37,8/26/10
22086,5/31/10,Medium,21,2039.33,0.08,Delivery Truck,-862.44,95.95,74.35,Jamie Frazer,Illinois,62541,Central,Small Business,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,6/1/10
22115,11/29/08,Low,5,751.94,0.02,Delivery Truck,-326.37,145.45,17.85,Eric Barreto,Maryland,21230,South,Consumer,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,11/29/08
22117,1/26/09,Critical,16,581.52,0.03,Express Air,175.16,35.44,7.5,Rick Hansen,Georgia,39859,South,Home Office,Office Supplies,Paper,Xerox 1906,Small Box,0.38,1/27/09
22117,1/26/09,Critical,5,19.17,0.1,Regular Air,-16.42,3.28,3.97,Rick Hansen,Georgia,39859,South,Home Office,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,1/29/09
22118,7/5/07,High,50,2842.54,0.05,Regular Air,1315.749,58.1,1.49,Natalie Webber,Ohio,43002,Central,Corporate,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Small Box,0.38,7/5/07
22119,1/8/08,Low,20,939.39,0.07,Regular Air,-122.77,49.43,19.99,Stewart Carmichael,Michigan,49971,Central,Corporate,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Small Box,0.57,1/13/08
22147,7/3/07,Low,37,832.14,0.04,Regular Air,175.07,22.72,8.99,Christina Anderson,Texas,77474,Central,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,7/7/07
22149,3/9/10,Low,47,191.13,0.07,Regular Air,38.11,4.26,1.2,Bobby Trafton,Georgia,39901,South,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,3/11/10
22149,3/9/10,Low,17,48.24,0.09,Regular Air,-1.62,2.88,1.01,Bobby Trafton,Georgia,39901,South,Small Business,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag,0.55,3/14/10
22151,1/14/09,High,49,465.83,0.1,Regular Air,-79.72,9.65,6.22,Beth Thompson,Mass,2054,East,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,1/14/09
22151,1/14/09,High,20,515.37,0.04,Regular Air,9.8175,24.92,12.98,Beth Thompson,Mass,2054,East,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,1/15/09
22181,3/23/10,Low,41,258.13,0.03,Regular Air,84.1,6.08,1.82,Alan Hwang,Virginia,20101,South,Corporate,Office Supplies,Rubber Bands,Staples Bulk Pack Metal Binder Clips,Wrap Bag,0.35,4/1/10
22182,2/20/11,Medium,4,55.97,0.09,Regular Air,-19.343,12.53,7.17,Cynthia Arntzen,Texas,79080,Central,Small Business,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,Small Box,0.38,2/21/11
22182,2/20/11,Medium,48,2271.37,0.09,Express Air,528.11,49.34,10.25,Cynthia Arntzen,Texas,79080,Central,Small Business,Furniture,Office Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,Large Box,0.57,2/22/11
22182,2/20/11,Medium,9,174.72,0.06,Regular Air,-63.48,19.98,4,Cynthia Arntzen,Texas,79080,Central,Small Business,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,2/23/11
22183,10/8/10,Medium,30,177.22,0.06,Regular Air,68.96,5.84,1,Speros Goranitis,Texas,88595,Central,Corporate,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,10/9/10
22208,3/29/08,High,37,1138.43,0.01,Regular Air,18.59,30.97,4,Sean Christensen,Colorado,80746,West,Home Office,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box,0.74,3/31/08
22208,3/29/08,High,50,5271.0455,0.08,Regular Air,1379.763,125.99,7.69,Sean Christensen,Colorado,80746,West,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,3/31/08
22210,3/5/10,Critical,37,1033.44,0.1,Regular Air,385.63,29.14,4.86,Tracy Collins,Illinois,62924,Central,Corporate,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Wrap Bag,0.38,3/7/10
22211,3/19/10,Not Specified,47,14493.84,0,Delivery Truck,634.76,376.13,85.63,Peter Fuller,Georgia,39901,South,Consumer,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,3/20/10
22211,3/19/10,Not Specified,30,943.44,0.08,Regular Air,-89.98,30.98,19.99,Peter Fuller,Georgia,39901,South,Consumer,Office Supplies,Paper,Xerox 1988,Small Box,0.4,3/21/10
22212,3/3/09,Medium,19,116.22,0.01,Regular Air,26.894,5.98,1.49,Catherine Glotzbach,South Carolina,29374,South,Home Office,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,3/4/09
22242,11/30/07,Not Specified,50,329.91,0.04,Regular Air,-279.93,6.48,9.54,Noel Staavos,California,92320,West,Home Office,Office Supplies,Paper,Xerox 1905,Small Box,0.37,12/2/07
22243,7/2/07,Critical,9,24.76,0.09,Regular Air,-1.82,2.88,0.7,Amy Hunt,Texas,73301,Central,Consumer,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.56,7/3/07
22272,10/21/10,High,37,5382.24,0.1,Regular Air,14.85,152.48,4,Edward Nazzal,Virginia,20101,South,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,10/23/10
22272,10/21/10,High,30,1035.95,0.08,Regular Air,342.41,35.41,1.99,Edward Nazzal,Virginia,20101,South,Home Office,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,10/23/10
22279,6/7/08,Not Specified,43,2463.6,0.03,Regular Air,1040.65,54.96,10.75,Lena Radford,Wisconsin,53554,Central,Small Business,Office Supplies,Paper,Xerox 1940,Small Box,0.36,6/10/08
22304,5/11/10,Low,24,40.24,0.1,Regular Air,-3.73,1.76,0.7,Joseph Airdo,Illinois,60157,Central,Consumer,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,5/15/10
22338,10/28/08,Medium,36,200.08,0.05,Regular Air,-62.97,5.28,5.06,Bill Tyler,Colorado,80728,West,Consumer,Office Supplies,Paper,Astroparche® Fine Business Paper,Small Box,0.37,10/29/08
22338,10/28/08,Medium,24,790.24,0.09,Regular Air,-213.18,35.77,9.02,Bill Tyler,Colorado,80728,West,Consumer,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Small Box,0.75,10/29/08
22342,11/13/07,Low,13,241.706,0,Regular Air,-92.961,20.99,3.3,Claudia Miner,Delaware,19936,East,Small Business,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,11/20/07
22368,8/5/08,Medium,5,192.12,0.04,Regular Air,-74.85,39.24,1.99,Sarah Jordon,Mass,1441,East,Consumer,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,8/6/08
22368,8/5/08,Medium,34,2788.04,0.01,Regular Air,-849.18,80.98,35,Sarah Jordon,Mass,1441,East,Consumer,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Large Box,0.83,8/6/08
22368,8/5/08,Medium,33,3917.61,0.08,Delivery Truck,40.76,119.99,56.14,Sarah Jordon,Mass,1441,East,Consumer,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,8/7/08
22371,9/19/07,High,8,70.55,0,Regular Air,-66.171,7.38,11.51,Phillip Flathmann,Nebraska,68016,Central,Small Business,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box,0.36,9/20/07
22373,9/12/10,High,26,233.03,0.05,Express Air,-86.34,8.74,8.29,Candace McMahon,Virginia,24658,South,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,9/13/10
22375,9/21/09,Not Specified,43,816.11,0.04,Regular Air,66.14,18.97,9.54,Christine Abelman,Wisconsin,53006,Central,Corporate,Office Supplies,Paper,Xerox 1939,Small Box,0.37,9/22/09
22402,11/11/07,Critical,33,1194.34,0.04,Regular Air,497.114,37.7,2.99,Brad Thomas,Connecticut,6074,East,Home Office,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.35,11/12/07
22402,11/11/07,Critical,1,51.833,0.01,Regular Air,-235.895,55.99,5,Brad Thomas,Connecticut,6074,East,Home Office,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,11/12/07
22404,5/2/09,Low,35,7264.64,0.06,Regular Air,1845.68,218.08,18.06,Joseph Holt,South Carolina,29941,South,Home Office,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.57,5/9/09
22407,5/3/08,Not Specified,10,128.02,0.02,Regular Air,-7.9,12.28,6.47,Sung Shariari,Virginia,24157,South,Corporate,Office Supplies,Paper,Xerox 1881,Small Box,0.38,5/3/08
22407,5/3/08,Not Specified,20,676.44,0.07,Regular Air,48.756,34.54,14.72,Sung Shariari,Virginia,24157,South,Corporate,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,5/4/08
22407,5/3/08,Not Specified,15,526.82,0.06,Express Air,32.34,34.58,8.99,Sung Shariari,Virginia,24157,South,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,5/5/08
22432,5/15/11,Not Specified,45,2728.42,0.06,Regular Air,664.15,60.98,19.99,Ionia McGrath,Alabama,36830,South,Small Business,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.38,5/16/11
22433,8/17/09,Critical,44,797.98,0.05,Regular Air,237.474,20.99,0.99,Bryan Spruell,Georgia,31811,South,Home Office,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57,8/19/09
22434,2/13/11,Critical,3,18.7,0.1,Regular Air,-14.6855,4.54,5.83,Allen Golden,Virginia,24157,South,Consumer,Office Supplies,Binders and Binder Accessories,"Avery® Durable Plastic 1"" Binders",Small Box,0.36,2/15/11
22434,2/13/11,Critical,39,140.74,0.01,Regular Air,-92.29,3.28,3.97,Allen Golden,Virginia,24157,South,Consumer,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,2/15/11
22465,1/5/11,Not Specified,4,1121.78,0.04,Delivery Truck,-454.8,270.98,50,Thea Hendricks,North Carolina,28909,South,Home Office,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,0.77,1/6/11
22466,9/12/10,Low,40,430.19,0.02,Regular Air,181.26,10.31,1.79,Tamara Willingham,New Jersey,7514,East,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.38,9/19/10
22466,9/12/10,Low,31,5404.18,0.07,Delivery Truck,241.06,180.98,30,Tamara Willingham,New Jersey,7514,East,Corporate,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,9/19/10
22468,11/24/08,Not Specified,14,323.11,0,Regular Air,41.5225,20.98,8.83,Steve Nguyen,Maryland,21230,South,Small Business,Office Supplies,Binders and Binder Accessories,Premium Transparent Presentation Covers by GBC,Small Box,0.37,11/24/08
22468,11/24/08,Not Specified,11,65.1,0.03,Regular Air,13.31,5.68,1.46,Steve Nguyen,Maryland,21230,South,Small Business,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Wrap Bag,0.39,11/25/08
22468,11/24/08,Not Specified,19,163.75,0,Regular Air,23.61,7.96,4.95,Steve Nguyen,Maryland,21230,South,Small Business,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,11/26/08
22469,3/27/09,High,23,6693.28,0.02,Regular Air,40.3199999999999,290.98,69,Jack Lebron,Michigan,49877,Central,Corporate,Furniture,Tables,Hon 5100 Series Wood Tables,Large Box,0.67,3/29/09
22469,3/27/09,High,24,1482.81,0.03,Regular Air,-678.63,60.98,49,Jack Lebron,Michigan,49877,Central,Corporate,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,3/29/09
22469,3/27/09,High,44,275.91,0.1,Regular Air,-162.371,7.99,5.03,Jack Lebron,Michigan,49877,Central,Corporate,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,3/29/09
22497,10/13/10,Medium,37,3259.25,0.04,Delivery Truck,580.33,90.97,28,Brendan Murry,Maryland,21290,South,Corporate,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,10/14/10
